city,edition,sport,discipline,athlete,noc,gender,event,event_gender,medal,is_medalist,year
Paris,1924,Fencing,Fencing,"GAUDIN, Lucien",FRA,MEN,foil team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"JOBIER, Henri",FRA,MEN,foil team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"LABATTUT, André",FRA,MEN,foil team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"PEROTEAUX, Josef",FRA,MEN,foil team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"BERRE, Marcel L.",BEL,MEN,foil team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"BEURAIN, Désiré",BEL,MEN,foil team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"CRAHAY, Charles",BEL,MEN,foil team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"DE MONTIGNY, Fernand",BEL,MEN,foil team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"DE ROOCKER, Albert",BEL,MEN,foil team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"VAN DAMME, Maurice E.",BEL,MEN,foil team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"GARAY, Janos",HUN,MEN,sabre individual,M,Bronze,1,1924
Paris,1924,Fencing,Fencing,"POSTA, Sandor",HUN,MEN,sabre individual,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"DUCRET, Roger François",FRA,MEN,sabre individual,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"DE JONG, Adrianus Egbertus Willem",NED,MEN,sabre team,M,Bronze,1,1924
Paris,1924,Fencing,Fencing,"DOORMAN, Jetze",NED,MEN,sabre team,M,Bronze,1,1924
Paris,1924,Fencing,Fencing,"SCHERPENHUYZEN, Hendrik Dorotheus",NED,MEN,sabre team,M,Bronze,1,1924
Paris,1924,Fencing,Fencing,"VAN DER WIEL, Jan",NED,MEN,sabre team,M,Bronze,1,1924
Paris,1924,Fencing,Fencing,"VAN DULM, Maarten Hendrik",NED,MEN,sabre team,M,Bronze,1,1924
Paris,1924,Fencing,Fencing,"WYNOLDY-DANIELS, Henri Jacob",NED,MEN,sabre team,M,Bronze,1,1924
Paris,1924,Fencing,Fencing,"ANSELMI, Renato",ITA,MEN,sabre team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"BALZARINI, Guido",ITA,MEN,sabre team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"BERTINETTI, Marcello",ITA,MEN,sabre team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"BINI, Bino",ITA,MEN,sabre team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"CUCCIA, Vincenzo",ITA,MEN,sabre team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"MORICCA, Oreste",ITA,MEN,sabre team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"PULITI, Oreste",ITA,MEN,sabre team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"SARROCCHI, Giulio",ITA,MEN,sabre team,M,Gold,1,1924
Paris,1924,Fencing,Fencing,"BERTI, Laszlo",HUN,MEN,sabre team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"GARAY, Janos",HUN,MEN,sabre team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"POSTA, Sandor",HUN,MEN,sabre team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"RADY, Jozsef",HUN,MEN,sabre team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"SCHENKER, Zoltan",HUN,MEN,sabre team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"SZECHY, Laszlo",HUN,MEN,sabre team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"TERSZTYANSZKY, Ödön",HUN,MEN,sabre team,M,Silver,1,1924
Paris,1924,Fencing,Fencing,"UHLYARIK, Jenö",HUN,MEN,sabre team,M,Silver,1,1924
Paris,1924,Football,Football,"ALFREDSSON, Axel",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"BROMMESSON, Charles",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"CARLSON, Gustaf",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"DAHL, Albin",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"FRIBERG, Sven",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"GUSTAFSSON, Karl",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"HILLEN, Fritjof",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"HIRSCH, Konrad",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"HOLMBERG, Gunnar",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"KAUFELDT, Per",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"KELLER, Tore",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"KOCK, Rudolf",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"LINDBERG, Sigfrid",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"LINDBERG, V.",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"LINDQVIST, Sven",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"LUNDQUIST, Evert",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"MELLGREN, Sten",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"OCLSSON, G.",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"RYDELL, Sven",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"SUNDBERG, Harry",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"SVENSSON, Thorsten",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"ZANDER, Robert",SWE,MEN,football,M,Bronze,1,1924
Paris,1924,Football,Football,"ANDRADE, José",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"ARISPE, Pedro",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"CASELLA, P.",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"CEA, Pedro",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"CHIAPPARA, L.",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"ETCHEGOYEN, P.",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"GHIERRA, Alfredo",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"MAZALI, AndrÃ©s",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"NASAZZI, José",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"NAYA, José",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"PETRONE, Pedro",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"ROMANO, Angel",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"SALDOMBIDE, Z.",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"SCARONE, Hector",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"SOMMA, P.",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"TOMASINA, Alberto",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"URDINARAN, Antonio",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"URDINARAN, Santos",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"URIARTE, F.",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"VIDAL, José",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"ZIBECHI, Alfredo J.",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"ZINGONE, P.",URU,MEN,football,M,Gold,1,1924
Paris,1924,Football,Football,"ABEGGLEN, Max",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"BEDOURET, Félix",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"BOUVIER, C.",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"DIETRICH, Walter",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"EHRENBOLGER, Karl",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"FÄSSLER, Paul",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"GOTTENKIENY, G.",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"HAAG, J.",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"KATZ, M.",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"KRAMER, Edmond",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"MENGOTTI, Adolphe",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"OBERHAUSER, August",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"PACHE, Robert",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"POLLITZ, Aron",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"PULVER, Hans",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"RAMSEYER, Rudolf",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"REYMOND, Adolphe",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"RICHARD, L.",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"SCHAR, T.",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"SCHMIEDLIN, Paul",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"STURZENEGGER, Paul",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Football,Football,"WEILER, Walter",SUI,MEN,football,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"HIGELIN, André",FRA,MEN,horizontal bar,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"STUKELJ, Leon",YUG,MEN,horizontal bar,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"GUTWENINGER, Jean",SUI,MEN,horizontal bar,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"SUPCIK, Bedrich",TCH,MEN,individual all-round,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"STUKELJ, Leon",YUG,MEN,individual all-round,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"PRAZAK, Robert",TCH,MEN,individual all-round,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"ZAMPORI, Giorgio",ITA,MEN,parallel bars,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"GÜTTINGER, August",SUI,MEN,parallel bars,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"PRAZAK, Robert",TCH,MEN,parallel bars,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"REBETEZ, Antoine",SUI,MEN,pommel horse,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"WILHELM, Josef",SUI,MEN,pommel horse,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"GUTWENINGER, Jean",SUI,MEN,pommel horse,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"VACHA, Ladislav",TCH,MEN,rings,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"MARTINO, Francesco",ITA,MEN,rings,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"PRAZAK, Robert",TCH,MEN,rings,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"GÜTTINGER, August",SUI,MEN,rope climbing,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"VACHA, Ladislav",TCH,MEN,rope climbing,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"SUPCIK, Bedrich",TCH,MEN,rope climbing,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"SEGUIN, Albert",FRA,MEN,rope climbing,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"SEGUIN, Albert",FRA,MEN,Sidehorse vault,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"GANGLOFF, François",FRA,MEN,Sidehorse vault,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"GOUNOT, Jean",FRA,MEN,Sidehorse vault,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"GRIEDER, Hans",SUI,MEN,team competition,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"GÜTTINGER, August",SUI,MEN,team competition,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"GUTWENINGER, Jean",SUI,MEN,team competition,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"MIEZ, Georges",SUI,MEN,team competition,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"PFISTER, Otto",SUI,MEN,team competition,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"REBETEZ, Antoine",SUI,MEN,team competition,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"WIDMER, Karl",SUI,MEN,team competition,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"WILHELM, Josef",SUI,MEN,team competition,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"CAMBIASO, Luigi",ITA,MEN,team competition,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"LERTORA, Mario",ITA,MEN,team competition,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"LUCCHETTI, Vittorio",ITA,MEN,team competition,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"MAIOCCO, Luigi",ITA,MEN,team competition,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"MANDRINI, Ferdinando",ITA,MEN,team competition,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"MARTINO, Francesco",ITA,MEN,team competition,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"PARIS, Giuseppe",ITA,MEN,team competition,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"ZAMPORI, Giorgio",ITA,MEN,team competition,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"CORDONNIER, Eugène",FRA,MEN,team competition,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"DELSARTE, Léon",FRA,MEN,team competition,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"GANGLOFF, François",FRA,MEN,team competition,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"GOUNOT, Jean",FRA,MEN,team competition,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"HERMANN, Arthur",FRA,MEN,team competition,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"HIGELIN, André",FRA,MEN,team competition,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"HUBER, Joseph",FRA,MEN,team competition,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"SEGUIN, Albert",FRA,MEN,team competition,M,Silver,1,1924
Paris,1924,Gymnastics,Artistic G.,"MORKOVSKY, Bohumil",TCH,MEN,vault,M,Bronze,1,1924
Paris,1924,Gymnastics,Artistic G.,"KRIZ, Frank",USA,MEN,vault,M,Gold,1,1924
Paris,1924,Gymnastics,Artistic G.,"KOUTNY, Jan",TCH,MEN,vault,M,Silver,1,1924
Paris,1924,Modern Pentathlon,Modern Pentath.,"UGGLA, Bertil",SWE,MEN,Individual competition,M,Bronze,1,1924
Paris,1924,Modern Pentathlon,Modern Pentath.,"LINDMAN, Bo S. G.",SWE,MEN,Individual competition,M,Gold,1,1924
Paris,1924,Modern Pentathlon,Modern Pentath.,"DYRSSEN, Gustaf",SWE,MEN,Individual competition,M,Silver,1,1924
Paris,1924,Polo,Polo,"BARRETT, Frederick Whitfield",GBR,MEN,polo,M,Bronze,1,1924
Paris,1924,Polo,Polo,"BINGHAM, Dennis",GBR,MEN,polo,M,Bronze,1,1924
Paris,1924,Polo,Polo,"GUEST, Fred",GBR,MEN,polo,M,Bronze,1,1924
Paris,1924,Polo,Polo,"LANNOWE, M.",GBR,MEN,polo,M,Bronze,1,1924
Paris,1924,Polo,Polo,"WISE, Kinnear",GBR,MEN,polo,M,Bronze,1,1924
Paris,1924,Polo,Polo,"KENNY, Arturo",ARG,MEN,polo,M,Gold,1,1924
Paris,1924,Polo,Polo,"MILES, Juan",ARG,MEN,polo,M,Gold,1,1924
Paris,1924,Polo,Polo,"NAYLOR, Guillermo",ARG,MEN,polo,M,Gold,1,1924
Paris,1924,Polo,Polo,"NELSON, Juan",ARG,MEN,polo,M,Gold,1,1924
Paris,1924,Polo,Polo,"PADILLA, Enrique",ARG,MEN,polo,M,Gold,1,1924
Paris,1924,Polo,Polo,"PENA, A.",ARG,MEN,polo,M,Gold,1,1924
Paris,1924,Polo,Polo,"BOESCKE, Elmer",USA,MEN,polo,M,Silver,1,1924
Paris,1924,Polo,Polo,"HITCHCOCK, Thomas",USA,MEN,polo,M,Silver,1,1924
Paris,1924,Polo,Polo,"MOORE, G.",USA,MEN,polo,M,Silver,1,1924
Paris,1924,Polo,Polo,"ROE, Frederick",USA,MEN,polo,M,Silver,1,1924
Paris,1924,Polo,Polo,"WANAMAKER, Rodman",USA,MEN,polo,M,Silver,1,1924
Paris,1924,Rowing,Rowing,"BEIJNEN, Antonie Christiaan",NED,MEN,coxless pair (2-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"RÖSINGH, Wilhelm",NED,MEN,coxless pair (2-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"BOUTON, Maurice",FRA,MEN,coxless pair (2-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"PIOT, Georges",FRA,MEN,coxless pair (2-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"BOSSHARD, Rudolf",SUI,MEN,double sculls (2x),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"THOMA, Heinrich",SUI,MEN,double sculls (2x),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"COSTELLO, Paul Vincent",USA,MEN,double sculls (2x),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"KELLY, John Brendan",USA,MEN,double sculls (2x),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"DETTON, Marc P.",FRA,MEN,double sculls (2x),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"STOCK, Jean-Pierre",FRA,MEN,double sculls (2x),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"CATTALINICH, Antonio",ITA,MEN,eight with coxswain (8+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"CATTALINICH, Francesco",ITA,MEN,eight with coxswain (8+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"CATTALINICH, Simeone",ITA,MEN,eight with coxswain (8+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"CRIVELLI, Giuseppe",ITA,MEN,eight with coxswain (8+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"GALLASSO, Latino",ITA,MEN,eight with coxswain (8+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"GLIUBICH, Vittorio",ITA,MEN,eight with coxswain (8+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"IVANOV, Pietro",ITA,MEN,eight with coxswain (8+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"SORICH, Bruno",ITA,MEN,eight with coxswain (8+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"TONIATTI, Carlo",ITA,MEN,eight with coxswain (8+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"CARPENTIER, Leonard",USA,MEN,eight with coxswain (8+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"KINGSBURY, Howard",USA,MEN,eight with coxswain (8+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"LINDLEY, Allen",USA,MEN,eight with coxswain (8+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"MILLER, John",USA,MEN,eight with coxswain (8+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"ROCKEFELLER, James",USA,MEN,eight with coxswain (8+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"SHEFFIELD, Frederick",USA,MEN,eight with coxswain (8+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"SPOCK, Benjamin",USA,MEN,eight with coxswain (8+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"STODDARD, Laurence",USA,MEN,eight with coxswain (8+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"WILSON, Alfred",USA,MEN,eight with coxswain (8+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"BELL, Arthur",CAN,MEN,eight with coxswain (8+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"CAMPBELL, Ivor",CAN,MEN,eight with coxswain (8+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"HUNTER, Robert",CAN,MEN,eight with coxswain (8+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"LANGFORD, William",CAN,MEN,eight with coxswain (8+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"LITTLE, Harold",CAN,MEN,eight with coxswain (8+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"SMITH, John",CAN,MEN,eight with coxswain (8+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"SNYDER, Warren",CAN,MEN,eight with coxswain (8+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"TAYLOR, Norman",CAN,MEN,eight with coxswain (8+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"WALLACE, William",CAN,MEN,eight with coxswain (8+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"ALBRECHT, Emile",SUI,MEN,four without coxswain (4-),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"PROBST, Alfred",SUI,MEN,four without coxswain (4-),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"SIGG, Eugen",SUI,MEN,four without coxswain (4-),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"WALTER, Hans",SUI,MEN,four without coxswain (4-),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"ELEY, Charles",GBR,MEN,four without coxswain (4-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"MACNABB, James",GBR,MEN,four without coxswain (4-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"MORRISON, Robert",GBR,MEN,four without coxswain (4-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"SANDERS, Terence",GBR,MEN,four without coxswain (4-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"BLACK, Archibald",CAN,MEN,four without coxswain (4-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"MACKAY, George",CAN,MEN,four without coxswain (4-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"MARIACHER, A.",CAN,MEN,four without coxswain (4-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"WOOD, William",CAN,MEN,four without coxswain (4-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"GERHARDT, Robert",USA,MEN,four-oared shell with coxswain (4-),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"JELINEK, Sidney",USA,MEN,four-oared shell with coxswain (4-),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"KENNEDY, John",USA,MEN,four-oared shell with coxswain (4-),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"MITCHELL, Edward",USA,MEN,four-oared shell with coxswain (4-),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"WELSFORD, Henry",USA,MEN,four-oared shell with coxswain (4-),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"ALBRECHT, Emile",SUI,MEN,four-oared shell with coxswain (4-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"LOSSLI, Walter",SUI,MEN,four-oared shell with coxswain (4-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"PROBST, Alfred",SUI,MEN,four-oared shell with coxswain (4-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"SIGG, Eugen",SUI,MEN,four-oared shell with coxswain (4-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"WALTHER, Hans",SUI,MEN,four-oared shell with coxswain (4-),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"BARBEROLLE, Ernest",FRA,MEN,four-oared shell with coxswain (4-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"CONSTANT, Eugène",FRA,MEN,four-oared shell with coxswain (4-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"GRESSIER, Louis A.",FRA,MEN,four-oared shell with coxswain (4-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"LECOINTE, Georges",FRA,MEN,four-oared shell with coxswain (4-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"TALLEUX, Raymond",FRA,MEN,four-oared shell with coxswain (4-),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"BUTLER, Leon",USA,MEN,pair-oared shell with coxswain (2+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"JENNINGS, Edward Francis",USA,MEN,pair-oared shell with coxswain (2+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"WILSON, Harold",USA,MEN,pair-oared shell with coxswain (2+),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"CANDEVEAU, Edouard",SUI,MEN,pair-oared shell with coxswain (2+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"FELBER, Alfred",SUI,MEN,pair-oared shell with coxswain (2+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"LACHAPELLE, Emil",SUI,MEN,pair-oared shell with coxswain (2+),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"OLGENI, Ercole",ITA,MEN,pair-oared shell with coxswain (2+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"SCATTURIN, Giovanni",ITA,MEN,pair-oared shell with coxswain (2+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"SOPRACORDEVOLE, Gino",ITA,MEN,pair-oared shell with coxswain (2+),M,Silver,1,1924
Paris,1924,Rowing,Rowing,"SCHNEIDER, Josef",SUI,MEN,single sculls (1x),M,Bronze,1,1924
Paris,1924,Rowing,Rowing,"BERESFORD, Jack",GBR,MEN,single sculls (1x),M,Gold,1,1924
Paris,1924,Rowing,Rowing,"GILMORE, Williams  E.Garrett",USA,MEN,single sculls (1x),M,Silver,1,1924
Paris,1924,Rugby,Rugby,"ANASTASIADE, N.",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"ARMASEL, Dumitru",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"BENTIA, Gheorghe",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"COCIOCIAHO, J.",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"CRATUNESCO, C.",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"FLORIAN, Theodor",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"GARLESTEANO, J.",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"GHITZULESCO, P.",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"LOUKIDY, O.",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"MANO, H.",ROU,MEN,rugby,M,Bronze,1,1924
Paris,1924,Rugby,Rugby,"MARASCO, Nicolae",ROU,MEN,rugby,M,Bronze,1,1924
